34.0450000763,100,14 
150.046000004,100,14 
39.2650001049,100,14 
108.045000076,100,14 
394.93200016,100,14 
248.83100009,100,14 
265.950000048,100,14 
245.464999914,100,14 
105.319999933,100,14 
247.842999935,100,14 
393.920000076,100,14 
181.351999998,100,14 
159.603999853,100,14 
35.8910000324,100,14 
38.8250000477,100,14 
42.1740000248,100,14 
190.592999935,100,14 
117.638999939,100,14 
42.7430000305,100,14 
11.868999958,40,14 
32.2490000725,40,14 
12.5520000458,40,14 
19.120000124,40,14 
170.328999996,40,14 
13.4690001011,40,14 
337.440000057,40,14 
209.984000206,40,14 
140.191999912,40,14 
107.547999859,40,14 
113.2900002,40,14 
153.721999884,40,14 
219.062999964,40,14 
128.029000044,40,14 
83.7699999809,40,14 
33.8299999237,40,14 
63.8550000191,40,14 
153.705999851,40,14 
67.9580001831,40,14 
13.4249999523,40,14 
73.2760000229,40,14 
79.7229998112,40,14 
114.608999968,40,14 
50.618999958,40,14 
261.687000036,40,14 
95.3629999161,40,14 
11.5839998722,40,14 
179.036000013,40,14 
12.5930001736,40,14 
296.008999825,40,14 
28.0379998684,40,14 
363.575999975,40,14 
474.735999823,40,14 
12.9249999523,40,14 
128.550000191,40,14 
370.493000031,40,14 
32.1670000553,40,14 
51.7179999352,40,14 
52.7709999084,40,14 
38.3820002079,40,14 
13.9249999523,40,14 
115.558000088,40,14 
14.8380000591,40,14 
40.4590001106,40,14 
193.151000023,40,14 
293.052000046,40,14 
27.0820000172,40,14 
11.0040001869,40,14 
157.862999916,40,14 
13.8170001507,40,14 
14.4309999943,40,14 
117.190999985,40,14 
54.2300000191,40,14 
13.1959998608,40,14 
21.4869999886,40,14 
101.069999933,40,14 
346.690000057,40,14 
10.6960000992,40,14 
10.3970000744,40,14 
454.854000092,40,14 
552.062000036,40,14 
139.809999943,40,14 
34.4359998703,40,14 
12.0799999237,40,14 
51.4779999256,40,14 
57.371999979,40,14 
63.3930001259,40,14 
49.996999979,40,14 
150.546999931,40,14 
17.1819999218,40,14 
146.579999924,40,14 
